,source,target,distancia,volume_perc,volume_m3
281,PARANAGUA,OURINHOS,313.3596728211973,0.00010024063368680651,6425.0
282,PARANAGUA,LONDRINA,363.73246049172656,6.440363204033265e-05,4128.0
283,PARANAGUA,RENASCENCA,450.8077547683429,3.1140903476866275e-05,1996.0
284,PARANAGUA,JARDINOPOLIS,506.2242763544315,1.2637340589309459e-05,810.0
285,PARANAGUA,TUBARAO,332.1965374158348,6.708711670867985e-07,43.0
286,CANOAS,ESTEIO,6.762411176166699,0.026294405352590852,1685360.0
287,CANOAS,CANOAS,1.0,0.04976968524784259,3190026.0
288,CANOAS,SANTA MARIA,254.93075823140904,0.0,0.0
289,CANOAS,PASSO FUNDO,219.10071236546693,0.0019363526113831797,124112.0
290,CANOAS,TUBARAO,264.785430209205,0.0,0.0
291,CANOAS,TRIUNFO,50.32069018843153,0.0003118458811100216,19988.0
292,CANOAS,MONTENEGRO,37.38775126540008,1.4041489543677176e-07,9.0
293,ESTEIO,CRUZ ALTA,270.4863380000521,0.0,0.0
294,ESTEIO,IJUI,311.6427682742218,0.0,0.0
295,ESTEIO,PASSO FUNDO,213.55963954938184,0.0,0.0
296,SANTA MARIA,PARAISO DO SUL,64.83553356871604,0.0,0.0
297,PASSO FUNDO,IRANI,145.51731706038083,0.0,0.0
298,PASSO FUNDO,LAGES,210.29465563819684,0.0,0.0
299,PASSO FUNDO,CHAPECO,130.26529038399394,0.0,0.0
300,PASSO FUNDO,RIO GRANDE,421.0185099604633,0.0006563304245815683,42068.0
301,PASSO FUNDO,CANOAS,219.10071236546693,0.0004197469274256564,26904.0
302,PASSO FUNDO,PASSO FUNDO,1.0,0.0003599145803145431,23069.0
303,PASSO FUNDO,ESTEIO,213.55963954938184,0.0002329171082195073,14929.0
304,PASSO FUNDO,IJUI,148.6004593387,0.00021800192599311243,13973.0
305,PASSO FUNDO,NOVA PRATA,97.2039568938592,0.0,0.0
306,PASSO FUNDO,CARAZINHO,37.86218894037288,0.0,0.0
307,PASSO FUNDO,BARAO DE COTEGIPE,70.86740276789024,0.0,0.0
308,PASSO FUNDO,ERECHIM,70.41839210261418,0.0,0.0
309,CRUZ ALTA,NOVO CABRAIS,136.7899314825519,0.0,0.0
310,CRUZ ALTA,IBIRUBA,49.67243462997193,0.0,0.0
311,RIO GRANDE,TUBARAO,495.17419529897137,0.0008201790059012324,52570.0
312,RIO GRANDE,LAGES,499.61627731317935,0.0005257289701703221,33697.0
313,RIO GRANDE,ICARA,456.5620949789842,0.0,0.0
314,RIO GRANDE,ESTEIO,258.1920342353805,0.0010340464933064843,66278.0
315,RIO GRANDE,RIO GRANDE,1.0,0.007610955382324485,487830.0
316,RIO GRANDE,CANOAS,251.78403511950034,0.0011204328573101961,71815.0
317,RIO GRANDE,BAGE,204.2161967961043,0.0008304136916130683,53226.0
318,RIO GRANDE,RENASCENCA,658.7443030970044,0.0007058344760505546,45241.0
319,RIO GRANDE,CRUZ ALTA,403.3966387761029,0.0005403009159856493,34631.0
320,RIO GRANDE,CORONEL BARROS,446.7371136032837,0.0004462697410081577,28604.0
321,RIO GRANDE,IJUI,441.3273854098992,0.00034662197021319535,22217.0
322,RIO GRANDE,SANTA MARIA,307.7925185669121,0.000285463482422957,18297.0
323,RIO GRANDE,SARANDI,955.5231653707139,0.00026457286631297505,16958.0
324,RIO GRANDE,LAJEADO,2507.8642494223054,2.711567647434548e-05,1738.0
325,RIO GRANDE,SAO JOSE DOS CAMPOS,1158.400948353661,5.694604092713522e-06,365.0
326,RIO GRANDE,ARAUCARIA,763.8127293844864,1.5601655048530196e-08,1.0
327,RIO GRANDE,SAO JOSE DO NORTE,7.315368756682763,0.0,0.0
328,RIO GRANDE,CHUI,222.89549995279071,0.0,0.0
329,RIO GRANDE,PELOTAS,37.05106823684316,0.0,0.0
330,LAGES,ICARA,141.06455129543843,0.0,0.0
331,TRIUNFO,CANOAS,50.32069018843153,0.0017512389742323688,112247.0
332,TRIUNFO,ESTEIO,51.18076273044975,0.0017606935771917781,112853.0
333,TRIUNFO,PASSO FUNDO,197.96833791669917,0.0008880774086724359,56922.0
334,TRIUNFO,LAGES,270.8427156549735,0.0005321568520503165,34109.0
335,TRIUNFO,CASCAVEL,579.1982707542282,0.0003560921748276532,22824.0
336,TRIUNFO,CRUZ ALTA,232.89828863739177,0.00022803379018931734,14616.0
337,TRIUNFO,SANTA MARIA,205.103379578654,0.00019832823897691584,12712.0
338,TRIUNFO,GUARAPUAVA,505.2795200458368,9.417158987292827e-05,6036.0
339,TRIUNFO,RENASCENCA,437.16014425909395,7.207964632420951e-05,4620.0
340,TRIUNFO,TUBARAO,307.56831387473034,4.618089894364938e-05,2960.0
341,TRIUNFO,CORONEL BARROS,285.9450553976114,2.0328956528234846e-05,1303.0
342,TRIUNFO,SARANDI,721.2930253884775,1.5274020292511063e-05,979.0
343,MARABA,PORTO NACIONAL,597.1247398330944,0.0,0.0
344,MARABA,REDENCAO,310.3640244169363,0.0,0.0
345,MARABA,SAO GERALDO DO ARAGUAIA,129.36646603595844,0.0,0.0
346,ITAITUBA,PALESTINA DO PARA,865.7321471699033,0.0,0.0
347,SENADOR GUIOMARD,RIO BRANCO,21.689638410041308,0.0,0.0
348,SENADOR GUIOMARD,ASSIS BRASIL,218.81064551554834,0.0,0.0
349,BOA VISTA,ALCANTIL,2973.3266957596215,0.0,0.0
350,BOA VISTA,MONTEIRO,2871.4436618624322,0.0,0.0
351,RONDONOPOLIS,CUIABA,183.385212801209,3.900413762132549e-07,25.0
352,RONDONOPOLIS,VARZEA GRANDE,184.02189860581439,0.0,0.0
353,RONDONOPOLIS,VILHENA,722.7560998308131,0.0,0.0
354,RONDONOPOLIS,ALTO ARAGUAIA,178.01201428629042,0.0,0.0
355,PRESIDENTE PRUDENTE,SINOP,1221.7254648453347,0.0,0.0
