,source,target,volume_m3,volume_perc,distancia
1416,CONS COMODORO,CONS CACERES,,,350.97535799479334
1417,CONS COMODORO,CONS DIAMANTINO,,,370.4978060015715
1418,CONS FLORESTA AZUL,CONS UBAITABA,,,71.97991514375275
1419,CONS FLORESTA AZUL,CONS VITORIA DA CONQUISTA,,,127.4974865716978
1420,CONS FLORESTA AZUL,CONS ITAPE,,,25.297154453203152
1421,CONS TIRADENTES DO SUL,CONS TRES PASSOS,,,16.111548160493378
1422,CONS TIRADENTES DO SUL,CONS PALMEIRA DAS MISSOES,,,93.77909601851269
1423,CONS TIRADENTES DO SUL,CONS SANTO CRISTO,,,74.13710075732273
1424,CONS COSTA RICA,CONS CHAPADAO DO CEU,,,62.97730450067619
1425,CONS COSTA RICA,CONS CASSILANDIA,,,160.349928874869
1426,CONS COSTA RICA,CONS COXIM,,,171.1101733849272
1427,CONS BOCAIUVA,CONS MONTES CLAROS,,,43.139119933179096
1428,CONS BOCAIUVA,CONS SENADOR MODESTINO GONCALVES,,,111.96191407200112
1429,CONS RIOZINHO,CONS GRAVATAI,,,61.85717618634673
1430,CONS RIOZINHO,CONS TRAMANDAI,,,49.04630976530944
1431,CONS RIOZINHO,CONS SAO FRANCISCO DE PAULA,,,25.60702908169179
1432,CONS RIOZINHO,CONS NOVO HAMBURGO,,,66.3095187059234
1433,CONS RIOZINHO,CONS BALNEARIO PINHAL,,,70.17011226778708
1434,CONS RIOZINHO,CONS OSORIO,,,32.80519152021035
1435,CONS VACARIA,CONS NOVA PRATA,,,71.99501632327349
1436,CONS VACARIA,CONS CAMAQUA,,,273.31473578830366
1437,CONS CAMAQUA,CONS JAGUARAO,,,241.55595418064811
1438,CONS BAIXO GUANDU,CONS SAO DOMINGOS DO NORTE,,,57.98425991892993
1439,CONS BAIXO GUANDU,CONS AIMORES,,,7.05840243025441
1440,CONS BAIXO GUANDU,CONS JOAO NEIVA,,,70.52524694070411
1441,CONS BAIXO GUANDU,CONS COLATINA,,,40.3611764792391
1442,CONS CABROBO,CONS INAJA,,,167.9393488551144
1443,CONS CABROBO,CONS PARNAMIRIM,,,55.1864793275652
1444,CONS CABROBO,CONS BELEM DO SAO FRANCISCO,,,46.88445380244659
1445,CONS ARUANA,CONS ARAGUAPAZ,,,51.42572255759877
1446,CONS VARZEA GRANDE,CONS JANGADA,,,59.75995276242895
1447,CONS VARZEA GRANDE,CONS CAMPO VERDE,,,104.44834494379305
1448,CONS VARZEA GRANDE,CONS CACERES,,,172.52380092421305
1449,CONS CAMPO VERDE,CONS PONTAL DO ARAGUAIA,,,306.41645321761007
1450,CONS IBOTIRAMA,CONS BOM JESUS DA LAPA,,,121.12256482488165
1451,CONS ITAGIMIRIM,CONS SANTA CRUZ CABRALIA,,,66.21381293498972
1452,CONS FORMOSA DO RIO PRETO,CONS COCOS,,,357.30876327311375
1453,CONS FORMOSA DO RIO PRETO,CONS CRISTALANDIA DO PIAUI,,,43.201118825545095
1454,CONS TIO HUGO,CONS PASSO FUNDO,,,39.34832162100159
1455,CONS TIO HUGO,CONS CARAZINHO,,,36.219513838649924
1456,CONS TIO HUGO,CONS IBIRUBA,,,49.310208448677635
1457,CONS PACARAIMA,CONS RORAINOPOLIS,,,401.41703293469493
1458,CONS JUATUBA,CONS PARA DE MINAS,,,29.6401052397323
1459,CONS JUATUBA,CONS CONTAGEM,,,30.471827658052124
1460,CONS JUATUBA,CONS SAO SEBASTIAO DO PARAISO,,,295.4123271710559
1461,CONS MARCELINO RAMOS,CONS CONCORDIA,,,28.460300769873044
1462,CONS MARCELINO RAMOS,CONS CAMPOS NOVOS,,,67.71283588966261
1463,CONS MARCELINO RAMOS,CONS BARAO DE COTEGIPE,,,49.39777016985297
1464,CONS MARCELINO RAMOS,CONS ERECHIM,,,40.16550968412683
1465,CONS GUAPORE,CONS NOVA PRATA,,,27.914469670798052
1466,CONS GUAPORE,CONS ENCANTADO,,,43.983859581540365
1467,CONS TIMBAUBA,CONS JURIPIRANGA,,,18.180741311015684
1468,CONS TIMBAUBA,CONS JABOATAO DOS GUARARAPES,,,75.11673804069457
1469,CONS TIMBAUBA,CONS CAAPORA,,,44.81243919741244
1470,CONS FERREIRA GOMES,CONS MACAPA,,,92.25390397750175
1471,CONS CARACARAI,CONS CAROEBE,,,190.87678783487266
1472,CONS SANTA CRUZ DO SUL,CONS VERA CRUZ,,,7.8225990212047
1473,CONS SANTA CRUZ DO SUL,CONS NOVO CABRAIS,,,49.70735313532991
1474,CONS SANTA CRUZ DO SUL,CONS SAO JERONIMO,,,73.81568854336369
1475,CONS SANTA CRUZ DO SUL,CONS VENANCIO AIRES,,,26.19265962201495
1476,CONS SANTA CRUZ DO SUL,CONS PARAISO DO SUL,,,68.77792409307695
1477,CONS SANTA CRUZ DO SUL,CONS PANTANO GRANDE,,,52.39643450795686
1478,CONS NOVA MUTUM,CONS SANTA RITA DO TRIVELATO,,,86.81501168819858
1479,CONS NOVA MUTUM,CONS DIAMANTINO,,,74.10483810588791
1480,CONS DIVISA ALEGRE,CONS ALEM PARAIBA,,,699.7244353365627
1481,CONS DIVISA ALEGRE,CONS ENCRUZILHADA,,,51.12969365406443
1482,CONS LUIS CORREIA,CONS CHAVAL,,,49.64492763527673
1483,CONS LUIS CORREIA,CONS BURITI DOS LOPES,,,40.245823341748626
1484,CONS LUIS CORREIA,CONS BERTOLINIA,,,585.5496603388237
1485,CONS PORTO MURTINHO,CONS BATAGUASSU,,,564.2007212708819
1486,CONS PAULO AFONSO,CONS INAJA,,,69.60640563032891
1487,CONS PAULO AFONSO,CONS SAO SEBASTIAO DO PASSE,,,347.5027841069904
1488,CONS PAULO AFONSO,CONS DELMIRO GOUVEIA,,,24.495539403589497
1489,CONS PROPRIA,CONS CRISTINAPOLIS,,,171.41154720696431
1490,CONS PROPRIA,CONS PORTO REAL DO COLEGIO,,,3.293705921034525
1491,CONS SAO JOAO DO ARRAIAL,CONS BREJO,,,37.4618889893023
1492,CONS SAO JOAO DO ARRAIAL,CONS SAO JOAO DA FRONTEIRA,,,132.77535942486784
1493,CONS BARRETOS,CONS PLANURA,,,48.15434097134688
1494,CONS BARRETOS,CONS PARAPUA,,,267.9910904892763
1495,CONS BARRETOS,CONS FRONTEIRA,,,72.4487932242019
1496,CONS BARRETOS,CONS BEBEDOURO,,,45.03185004997141
1497,CONS BARRETOS,CONS MATAO,,,118.62547592517281
1498,CONS PARAPUA,CONS BILAC,,,53.266210457942265
1499,CONS PARAPUA,CONS CLEMENTINA,,,42.93989386284069
1500,CONS PARAPUA,CONS PRESIDENTE PRUDENTE,,,72.39185010297983
1501,CONS BEBEDOURO,CONS CATANDUVA,,,55.50652885511422
1502,CONS BEBEDOURO,CONS MATAO,,,73.62708733908124
1503,CONS BEBEDOURO,CONS RIBEIRAO PRETO,,,73.65393774080145
1504,CONS URUGUAIANA,CONS BARRA DO QUARAI,,,66.41317721625127
1505,CONS URUGUAIANA,CONS PORTO ALEGRE,,,567.4377397280955
1506,CONS JULIO DE CASTILHOS,CONS SANTA MARIA,,,52.52507571579452
1507,CONS JULIO DE CASTILHOS,CONS PARAISO DO SUL,,,71.26530354851415
1508,CONS JULIO DE CASTILHOS,CONS SANTANA DA BOA VISTA,,,190.33359919417293
1509,CONS SANTANA DA BOA VISTA,CONS CANGUCU,,,71.50589905607623
1510,CONS SANTANA DA BOA VISTA,CONS RIO GRANDE,,,160.7371076641107
1511,CONS RIO REAL,CONS TOBIAS BARRETO,,,34.306574772940046
1512,CONS RIO REAL,CONS CRISTINAPOLIS,,,19.10661952661979
1513,CONS RIO REAL,CONS MUCURI,,,753.6783852305349
1514,CONS CAMPOS BELOS,CONS ARRAIAS,,,21.686034904002863
1515,CONS CAMPOS BELOS,CONS PLANALTINA,,,283.62159401262335
1516,CONS PEREIRA BARRETO,CONS PRESIDENTE VENCESLAU,,,157.0398540505392
1517,CONS PEREIRA BARRETO,CONS ILHA SOLTEIRA,,,33.02502358370603
1518,CONS PEREIRA BARRETO,CONS TRES LAGOAS,,,63.37590295402986
1519,CONS ILHA SOLTEIRA,CONS TRES LAGOAS,,,54.07125127442353
1520,CONS ILHA SOLTEIRA,CONS MIRASSOL,,,194.36629507101577
1521,CONS MIRASSOL,CONS FRONTEIRA,,,68.98545757203365
1522,CONS MIRASSOL,CONS CATANDUVA,,,66.39638170012546
1523,CONS MIRASSOL,CONS CORDEIROPOLIS,,,282.516252275579
1524,CONS BOM JESUS,CONS SANTA FILOMENA,,,170.53320731961014
1525,CONS BOM JESUS,CONS REDENCAO DO GURGUEIA,,,51.512999451038795
1526,CONS RECIFE,CONS JABOATAO DOS GUARARAPES,,,16.877866388149446
1527,CONS RECIFE,CONS PARNAMIRIM,,,517.7257806332984
1528,CONS RECIFE,CONS CAAPORA,,,59.36608472305726
1529,CONS NOVO LINO,CONS BARREIROS,,,54.64436555462641
1530,CONS NOVO LINO,CONS QUIPAPA,,,41.05483237115231
1531,CONS NOVO LINO,CONS SAO JOSE DA LAJE,,,43.28361794068467
1532,CONS NOVO LINO,CONS XEXEU,,,15.975847857754733
1533,CONS NOVO LINO,CONS PORTO REAL DO COLEGIO,,,188.84438837430275
1534,CONS AGUAS LINDAS DE GOIAS,CONS BRASILIA,,,37.70854170215862
1535,CONS AGUAS LINDAS DE GOIAS,CONS COCALZINHO DE GOIAS,,,52.86796437762518
1536,CONS AGUAS LINDAS DE GOIAS,CONS PADRE BERNARDO,,,66.85063816197793
1537,CONS NOVA FLORESTA,CONS ALCANTIL,,,144.0238433224008
1538,CONS MACHADO,CONS ALFENAS,,,28.17001345842739
1539,CONS MACHADO,CONS POUSO ALEGRE,,,61.048956473050865
1540,CONS MACHADO,CONS TRES CORACOES,,,69.32901133836664
1541,CONS MACHADO,CONS POCOS DE CALDAS,,,67.82106075710486
1542,CONS TOUROS,CONS NATAL,,,71.97347772388297
1543,CONS TOUROS,CONS BAIA FORMOSA,,,139.62641765961212
1544,CONS GUARANTA DO NORTE,CONS SINOP,,,220.90721045140688
1545,CONS VIRGEM DA LAPA,CONS ARACUAI,,,30.160814137685097
1546,CONS VIRGEM DA LAPA,CONS TURMALINA,,,66.91641915197485
1547,CONS CAPAO BONITO,CONS RIBEIRA,,,97.42141420894302
1548,CONS CAPAO BONITO,CONS ITAPETININGA,,,56.03696608553391
1549,CONS CAPAO BONITO,CONS ITARARE,,,100.79525832773442
1550,CONS BARRO ALTO,CONS URUACU,,,55.06878715027511
1551,CONS BARRO ALTO,CONS GOIANIA,,,195.06917259962685
1552,CONS BARRO ALTO,CONS PADRE BERNARDO,,,70.54523584609579
1553,CONS HUMBERTO DE CAMPOS,CONS BARREIRINHAS,,,73.47212687130475
1554,CONS HUMBERTO DE CAMPOS,CONS MORROS,,,69.47329348119692
1555,CONS IPAUMIRIM,CONS MARIZOPOLIS,,,40.61830317500031
1556,CONS IPAUMIRIM,CONS LUIS GOMES,,,55.38807209041521
1557,CONS IPAUMIRIM,CONS FARIAS BRITO,,,94.79647174383267
1558,CONS JERUMENHA,CONS SAO JOAO DOS PATOS,,,70.0633053203298
1559,CONS JERUMENHA,CONS CRISTALANDIA DO PIAUI,,,436.3325943965485
1560,CONS JERUMENHA,CONS BARAO DE GRAJAU,,,65.27261879014198
1561,CONS TRES FRONTEIRAS,CONS CARNEIRINHO,,,63.16613499372524
1562,CONS TRES FRONTEIRAS,CONS ILHA SOLTEIRA,,,52.0360964469972
1563,CONS AUGUSTO CORREA,CONS BELEM,,,213.24421105404605
1564,CONS CARIRA,CONS ARACAJU,,,92.78966796269818
1565,CONS CARIRA,CONS PEDRO ALEXANDRE,,,43.34562819036548
1566,CONS PIRANHAS,CONS ARAGARCAS,,,73.68338100874774
1567,CONS PIRANHAS,CONS GOIANIA,,,274.3048521719585
1568,CONS UMBURANAS,CONS FEIRA DE SANTANA,,,308.2175971476043
1569,CONS OURO BRANCO,CONS ITAIBA,,,24.650581197947357
1570,CONS OURO BRANCO,CONS INAJA,,,59.90005907623493
1571,CONS OURO BRANCO,CONS DELMIRO GOUVEIA,,,74.93436261460853
1572,CONS BOA VISTA,CONS ALCANTIL,,,2973.3266957596215
1573,CONS BOA VISTA,CONS MONTEIRO,,,2871.4436618624322
1574,CONS CAMPO MOURAO,CONS NOVA TEBAS,,,61.812843070760444
1575,CONS CAMPO MOURAO,CONS GOIOERE,,,67.39357122798732
1576,CONS CAMPO MOURAO,CONS PEABIRU,,,15.132363774474287
1577,CONS CAMPO MOURAO,CONS CASCAVEL,,,149.07828241983088
1578,CONS AREIA BRANCA,CONS JANDUIS,,,122.09834925184926
1579,CONS CORUMBA,CONS TRES LAGOAS,,,652.7163940433878
1580,CONS REMANSO,CONS DIRCEU ARCOVERDE,,,49.42924822525067
1581,CONS REMANSO,CONS PEDRO ALEXANDRE,,,461.32751010302803
1582,CONS IBITIARA,CONS SEABRA,,,54.89493248379404
1583,CONS EUSEBIO,CONS SAO GONCALO DO AMARANTE,,,65.63393309770738
1584,CONS EUSEBIO,CONS PARAMBU,,,357.1090145467664
1585,CONS EUSEBIO,CONS ARACATI,,,106.30638020678889
1586,CONS QUARAI,CONS PELOTAS,,,420.53572298597027
1587,CONS JARAGUA,CONS COCALZINHO DE GOIAS,,,60.045421678391676
1588,CONS JARAGUA,CONS ITABERAI,,,58.56542581178294
1589,CONS VIAMAO,CONS GRAVATAI,,,15.944112338401984
1590,CONS VIAMAO,CONS SAO JERONIMO,,,69.03697392421225
1591,CONS VIAMAO,CONS NOVO HAMBURGO,,,45.19746712434862
1592,CONS VIAMAO,CONS PORTO ALEGRE,,,18.849003099871016
1593,CONS VIAMAO,CONS CANOAS,,,24.69870648017963
1594,CONS VIAMAO,CONS BALNEARIO PINHAL,,,77.60400727149107
1595,CONS CANTA,CONS CARACARAI,,,104.70939727198727
1596,CONS CANTA,CONS BOA VISTA,,,25.005907490942334
1597,CONS GOIANA,CONS JURIPIRANGA,,,34.16182113651708
1598,CONS GOIANA,CONS JABOATAO DOS GUARARAPES,,,61.45787846103963
1599,CONS GOIANA,CONS XEXEU,,,154.50091518786485
1600,CONS GOIANA,CONS CABEDELO,,,66.37020732633428
1601,CONS GOIANA,CONS CAAPORA,,,11.257093738332513
1602,CONS BELO HORIZONTE,CONS PARA DE MINAS,,,71.88561832166525
1603,CONS BELO HORIZONTE,CONS CONTAGEM,,,13.529069820985637
1604,CONS BELO HORIZONTE,CONS FRONTEIRA,,,551.9875899042069
1605,CONS BELO HORIZONTE,CONS MARIANA,,,74.51152928374829
1606,CONS BELO HORIZONTE,CONS EXTREMA,,,410.39931624726
1607,CONS CARAVELAS,CONS MUCURI,,,49.88789275892054
1608,CONS VILA RICA,CONS PONTAL DO ARAGUAIA,,,670.476574458611
1609,CONS SERTANEJA,CONS LONDRINA,,,45.57435861294452
1610,CONS SERTANEJA,CONS ASSIS,,,59.5265494784796
1611,CONS SERTANEJA,CONS FLORINIA,,,24.212020080511618
1612,CONS PEDRA AZUL,CONS MONTES CLAROS,,,285.3040437526059
1613,CONS PEDRA AZUL,CONS ENCRUZILHADA,,,66.8601427021838
1614,CONS ICEM,CONS PLANURA,,,55.95947992701582
1615,CONS ICEM,CONS FRONTEIRA,,,7.185950681581751
1616,CONS ICEM,CONS BEBEDOURO,,,100.47759101081202
1617,CONS ICEM,CONS MIRASSOL,,,63.21689661095539
1618,CONS ICEM,CONS OURINHOS,,,301.86834949660823
1619,CONS BRUMADO,CONS ANAGE,,,73.59616811544912
1620,CONS BRUMADO,CONS TANHACU,,,49.85288942204765
1621,CONS BRUMADO,CONS VITORIA DA CONQUISTA,,,115.19230847731461
1622,CONS RIACHAO DAS NEVES,CONS JABORANDI,,,213.11290055261475
1623,CONS BEBERIBE,CONS ARACATI,,,58.13299116903523
1624,CONS ITAQUIRAI,CONS NAVIRAI,,,46.28582451724759
1625,CONS ITAQUIRAI,CONS MUNDO NOVO,,,51.774986592664014
1626,CONS JANDAIRA,CONS TOBIAS BARRETO,,,48.452065249759926
1627,CONS JANDAIRA,CONS CRISTINAPOLIS,,,10.938247778305321
1628,CONS JANDAIRA,CONS LAURO DE FREITAS,,,159.57589263804385
1629,CONS PARACATU,CONS SIMAO PEREIRA,,,645.5985039209233
1630,CONS VARGEM,CONS JACUTINGA,,,70.03930738198129
1631,CONS VARGEM,CONS SAO PAULO,,,75.47753736065431
1632,CONS VARGEM,CONS EXTREMA,,,10.363463848635412
1633,CONS VARGEM,CONS ARUJA,,,57.43616105769461
1634,CONS VARGEM,CONS CAMPINAS,,,66.97151775123407
1635,CONS VARGEM,CONS JACAREI,,,64.64005077713804
1636,CONS VARGEM,CONS GUARULHOS,,,64.22563257928854
1637,CONS VARGEM,CONS JUNDIAI,,,59.6867909206493
1638,CONS ANASTACIO,CONS JARDIM,,,116.36186983824787
1639,CONS FORMOSO DO ARAGUAIA,CONS TAGUATINGA,,,343.11481885016525
1640,CONS JAU,CONS PIRACICABA,,,105.66112165056761
1641,CONS JAU,CONS BAURU,,,54.415349495976095
1642,CONS JAU,CONS SAO PEDRO,,,72.52981226015821
1643,CONS PEDRO CANARIO,CONS NOVA VENECIA,,,65.99883877611997
1644,CONS PEDRO CANARIO,CONS SERRA DOS AIMORES,,,64.67567082219973
1645,CONS PEDRO CANARIO,CONS MUCURI,,,49.18874809822716
1646,CONS PEDRO CANARIO,CONS MIMOSO DO SUL,,,340.5224810698974
1647,CONS VOTUPORANGA,CONS BILAC,,,120.5878733254686
1648,CONS VOTUPORANGA,CONS MIRASSOL,,,64.64165012127613
1649,CONS ARARIPINA,CONS OURICURI,,,57.07237657846259
1650,CONS ARARIPINA,CONS FRONTEIRAS,,,55.977425974426716
1651,CONS ARARIPINA,CONS MARCOLANDIA,,,23.272003201699892
1652,CONS ARARIPINA,CONS PARNAMIRIM,,,115.96412468686601
1653,CONS SALGUEIRO,CONS PARNAMIRIM,,,50.092050838967204
1654,CONS SALGUEIRO,CONS PENAFORTE,,,28.656090321094926
1655,CONS SALGUEIRO,CONS BELEM DO SAO FRANCISCO,,,77.34024816068799
1656,CONS MAFRA,CONS CAPAO ALTO,,,214.2752883718896
1657,CONS MAFRA,CONS RIO NEGRO,,,2.5454359314227095
1658,CONS TARUMIRIM,CONS GALILEIA,,,58.63630308798002
1659,CONS TARUMIRIM,CONS GOVERNADOR VALADARES,,,48.041493366799834
1660,CONS TARUMIRIM,CONS CARATINGA,,,57.348378249333024
1661,CONS TARUMIRIM,CONS IPATINGA,,,60.12555600508224
1662,CONS SONORA,CONS MUNDO NOVO,,,709.5455974453675
1663,CONS IUNA,CONS CACHOEIRO DE ITAPEMIRIM,,,69.71090936071101
1664,CONS IUNA,CONS MARTINS SOARES,,,37.62876778627596
1665,CONS IUNA,CONS VITORIA,,,127.33468406024978
1666,CONS CACHOEIRA DOS INDIOS,CONS CONCEICAO,,,73.45989797997127
1667,CONS CACHOEIRA DOS INDIOS,CONS ITAPORANGA,,,2194.741091008867
1668,CONS CACHOEIRA DOS INDIOS,CONS MARIZOPOLIS,,,36.940820184911175
1669,CONS CACHOEIRA DOS INDIOS,CONS LUIS GOMES,,,64.6902507178306
1670,CONS CACHOEIRA DOS INDIOS,CONS CABEDELO,,,424.76758569340905
1671,CONS VALPARAISO DE GOIAS,CONS BRASILIA,,,32.13593154744544
1672,CONS VALPARAISO DE GOIAS,CONS CRISTALINA,,,87.16445979742298
1673,CONS VALPARAISO DE GOIAS,CONS CUMARI,,,245.2598568462172
1674,CONS BONFIM,CONS BOA VISTA,,,110.97741865086202
1675,CONS ILHEUS,CONS UBAITABA,,,62.06753679917725
1676,CONS ILHEUS,CONS ITAPE,,,41.958844501273546
1677,CONS AGUAS DA PRATA,CONS JACUTINGA,,,40.72570308801467
1678,CONS AGUAS DA PRATA,CONS POCOS DE CALDAS,,,22.800135505316124
1679,CONS AGUAS DA PRATA,CONS MOGI GUACU,,,53.702998198125634
1680,CONS PICOS,CONS ACAUA,,,133.88170828768844
1681,CONS BATATAIS,CONS SAO SEBASTIAO DO PARAISO,,,63.25318641191261
1682,CONS BATATAIS,CONS SANTO ANTONIO DA ALEGRIA,,,51.028955985088025
1683,CONS BATATAIS,CONS RIBEIRAO PRETO,,,38.205792424705415
1684,CONS COMENDADOR LEVY GASPARIAN,CONS TERESOPOLIS,,,48.5089564942546
1685,CONS COMENDADOR LEVY GASPARIAN,CONS ALEM PARAIBA,,,54.22131523008631
1686,CONS COMENDADOR LEVY GASPARIAN,CONS SIMAO PEREIRA,,,12.949605766854804
1687,CONS COMENDADOR LEVY GASPARIAN,CONS RIO DE JANEIRO,,,97.02778459314585
1688,CONS FOZ DO IGUACU,CONS MEDIANEIRA,,,56.10737689300207
1689,CONS FOZ DO IGUACU,CONS PARANAGUA,,,608.0248240624658
1690,CONS MATA GRANDE,CONS ITAIBA,,,39.556815464089304
1691,CONS MATA GRANDE,CONS INAJA,,,26.557303081687074
1692,CONS MATA GRANDE,CONS DELMIRO GOUVEIA,,,41.67612251975578
1693,CONS MATA GRANDE,CONS IBIMIRIM,,,64.34793170587854
1694,CONS MATA GRANDE,CONS MACEIO,,,227.41899307470842
1695,CONS XAMBIOA,CONS SAO GERALDO DO ARAGUAIA,,,3.6989769693313885
1696,CONS XAMBIOA,CONS TALISMA,,,712.1384586824478
1697,CONS VARGEM GRANDE DO SUL,CONS JACUTINGA,,,57.85883068271825
1698,CONS VARGEM GRANDE DO SUL,CONS POCOS DE CALDAS,,,33.75589806749618
1699,CONS VARGEM GRANDE DO SUL,CONS MOGI GUACU,,,59.758651806475505
1700,CONS VARGEM GRANDE DO SUL,CONS SAO CARLOS,,,104.65193496803228
1701,CONS QUELUZ,CONS ANGRA DOS REIS,,,70.28597331251845
1702,CONS QUELUZ,CONS CAXAMBU,,,63.80754186674999
1703,CONS QUELUZ,CONS CUNHA,,,63.00311013160938
1704,CONS QUELUZ,CONS POUSO ALTO,,,42.36811453648577
1705,CONS QUELUZ,CONS DELFIM MOREIRA,,,51.563271399158076
1706,CONS QUELUZ,CONS ITAMONTE,,,28.799187148829027
1707,CONS QUELUZ,CONS VOLTA REDONDA,,,69.70050703087348
1708,CONS QUELUZ,CONS RESENDE,,,34.28423010583609
1709,CONS QUELUZ,CONS BARRA DO TURVO,,,452.9402803416365
1710,CONS NOVA LONDRINA,CONS BATAYPORA,,,59.787260088299185
1711,CONS NOVA LONDRINA,CONS NOVA ANDRADINA,,,69.02076988497403
1712,CONS NOVA LONDRINA,CONS GUARATUBA,,,565.603910096848
1713,CONS MOCOCA,CONS SAO SEBASTIAO DO PARAISO,,,60.96565389402287
1714,CONS MOCOCA,CONS POCOS DE CALDAS,,,56.87208133498771
1715,CONS MOCOCA,CONS SANTO ANTONIO DA ALEGRIA,,,44.632905975478764
1716,CONS MOCOCA,CONS CAMPINAS,,,160.32077492243087
1717,CONS VIRADOURO,CONS BEBEDOURO,,,21.083585904062133
1718,CONS VIRADOURO,CONS CATANDUVA,,,76.58091173338711
1719,CONS VIRADOURO,CONS RIBEIRAO PRETO,,,60.01074557823593
1720,CONS AFRANIO,CONS ACAUA,,,33.44384118535139
1721,CONS AFRANIO,CONS PETROLINA,,,112.31677391012192
1722,CONS NOVA LIMA,CONS CONTAGEM,,,21.76679102316153
1723,CONS NOVA LIMA,CONS MARIANA,,,63.75393252494322
1724,CONS SANTO ANTONIO DO DESCOBERTO,CONS BRASILIA,,,39.43206543415798
1725,CONS SANTO ANTONIO DO DESCOBERTO,CONS COCALZINHO DE GOIAS,,,57.74163435400995
1726,CONS SANTO ANTONIO DO DESCOBERTO,CONS GOIANIA,,,135.65845604095006
1727,CONS ATALAIA,CONS CORRENTES,,,55.573601666518826
1728,CONS ATALAIA,CONS SAO JOSE DA LAJE,,,55.69894654215668
1729,CONS ATALAIA,CONS MACEIO,,,34.54629278464155
1730,CONS ATALAIA,CONS MARECHAL DEODORO,,,25.185434181194104
1731,CONS MATARACA,CONS BAIA FORMOSA,,,25.62974880687462
1732,CONS MATARACA,CONS CABEDELO,,,50.017504008928725
1733,CONS MATARACA,CONS CAAPORA,,,103.23430616396182
1734,CONS CAMPINA GRANDE DO SUL,CONS RIBEIRA,,,72.7566164862544
1735,CONS CAMPINA GRANDE DO SUL,CONS PARANAGUA,,,58.443463043422724
1736,CONS CAMPINA GRANDE DO SUL,CONS RIO NEGRO,,,115.2029131493835
1737,CONS OUROESTE,CONS CARNEIRINHO,,,47.299503580046775
1738,CONS OUROESTE,CONS CLEMENTINA,,,173.0093377470748
1739,CONS CRUZEIRO DO OESTE,CONS UMUARAMA,,,24.74833276850767
1740,CONS CRUZEIRO DO OESTE,CONS IPORA,,,68.76807001807492
1741,CONS CRUZEIRO DO OESTE,CONS GOIOERE,,,45.19532028580412
1742,CONS CRUZEIRO DO OESTE,CONS CAMPO MOURAO,,,77.01834607978523
1743,CONS ARAGUATINS,CONS PALESTINA DO PARA,,,23.94904708685427
1744,CONS ARAGUATINS,CONS AGUIARNOPOLIS,,,124.07782014167242
1745,CONS MARTINOPOLIS,CONS PARAPUA,,,56.29241412297112
1746,CONS MARTINOPOLIS,CONS PIRAPOZINHO,,,36.387077598524556
1747,CONS MARTINOPOLIS,CONS ASSIS,,,96.1768076144065
1748,CONS MARTINOPOLIS,CONS PRESIDENTE PRUDENTE,,,23.000430511952807
1749,CONS PANORAMA,CONS BATAGUASSU,,,71.03114416049682
1750,CONS PANORAMA,CONS BRASILANDIA,,,21.714958169337766
1751,CONS PANORAMA,CONS PRESIDENTE VENCESLAU,,,57.744644775626284
1752,CONS PANORAMA,CONS TRES LAGOAS,,,65.30558210584937
1753,CONS PANORAMA,CONS BAURU,,,305.50133777675984
1754,CONS GARUVA,CONS PARANAGUA,,,65.90730457051937
1755,CONS GARUVA,CONS GUARATUBA,,,32.169300366427066
1756,CONS GARUVA,CONS PASSO DE TORRES,,,374.71824885741137
1757,CONS COTIA,CONS BARUERI,,,11.478820570969226
1758,CONS COTIA,CONS SANTOS,,,71.11457949838258
1759,CONS COTIA,CONS SAO PAULO,,,29.510490426528104
1760,CONS COTIA,CONS PRAIA GRANDE,,,68.55266244616548
1761,CONS COTIA,CONS ARUJA,,,65.22375066749629
1762,CONS COTIA,CONS ITAPETININGA,,,115.08356849674655
1763,CONS COTIA,CONS GUARULHOS,,,42.64437724947828
1764,CONS COTIA,CONS SALTO,,,58.8347477468691
1765,CONS COTIA,CONS JUNDIAI,,,46.42065322477131
1766,CONS COTIA,CONS SOROCABA,,,54.89080949710598
1767,CONS MOGI MIRIM,CONS JACUTINGA,,,38.28898090266033
1768,CONS MOGI MIRIM,CONS MOGI GUACU,,,7.383328983071312
1769,CONS MOGI MIRIM,CONS CAMPINAS,,,53.753626102027305
1770,CONS MOGI MIRIM,CONS SAO PEDRO,,,99.0880613125358
1771,CONS MOGI MIRIM,CONS CORDEIROPOLIS,,,51.48764546664804
1772,CONS TORRES,CONS SAO JOSE DOS AUSENTES,,,72.7994334467247
1773,CONS TORRES,CONS PASSO DE TORRES,,,2.8334371372227394
1774,CONS TORRES,CONS OSORIO,,,80.39496292052523
1775,CONS ARAGUARI,CONS ROMARIA,,,69.97733281994135
1776,CONS ARAGUARI,CONS CATALAO,,,59.507363352001484
1777,CONS ARAGUARI,CONS CORUMBAIBA,,,68.26069220053802
1778,CONS ARAGUARI,CONS UBERLANDIA,,,31.064224337454192
1779,CONS ARAGUARI,CONS CUMARI,,,42.62167204381056
1780,CONS ARAGUARI,CONS DELTA,,,153.62627846387423
1781,CONS SERTAOZINHO,CONS BEBEDOURO,,,54.90656950515925
1782,CONS SERTAOZINHO,CONS MATAO,,,65.28204327637714
1783,CONS SERTAOZINHO,CONS FLORINIA,,,338.2398681975417
1784,CONS SERTAOZINHO,CONS RIBEIRAO PRETO,,,18.90383118516164
