,source,target,volume_m3,volume_perc,distancia
681,DIST RIACHAO DAS NEVES,DIST FEIRA DE SANTANA,5.0,7.800827524265098e-08,649.4343973526471
682,DIST SAO JOSE DE RIBAMAR,DIST CAXIAS,5.0,7.800827524265098e-08,269.1347215526197
683,DIST CAXIAS,CONS CAXIAS,,,1.0
684,DIST RAUL SOARES,DIST BETIM,5.0,7.800827524265098e-08,183.53004765970064
685,DIST SIMOES FILHO,DIST CANDEIAS,5.0,7.800827524265098e-08,20.210741903790616
686,DIST TARABAI,DIST RIBEIRAO PRETO,4.0,6.240662019412078e-08,407.4615560727686
687,DIST ITAPARICA,DIST FEIRA DE SANTANA,4.0,6.240662019412078e-08,76.308952910805
688,DIST PALHOCA,DIST ITAJAI,4.0,6.240662019412078e-08,81.7727872755534
689,DIST DAMOLANDIA,DIST SENADOR CANEDO,3.0,4.680496514559059e-08,58.204435567996
690,DIST BENEDITO NOVO,DIST ITAJAI,3.0,4.680496514559059e-08,69.82802285706433
691,DIST SAO BENTO DO SUL,DIST ARAUCARIA,2.0,3.120331009706039e-08,73.8205675481664
692,DIST BOM JESUS DE GOIAS,DIST SENADOR CANEDO,2.0,3.120331009706039e-08,181.3380514012647
693,DIST BRAZABRANTES,DIST SENADOR CANEDO,2.0,3.120331009706039e-08,44.263720108967334
694,DIST LEOPOLDO DE BULHOES,DIST SENADOR CANEDO,2.0,3.120331009706039e-08,38.4422264366299
695,DIST BAIANOPOLIS,DIST CANDEIAS,2.0,3.120331009706039e-08,651.7614549627333
696,CONS SINOP,CONS ITIQUIRA,,,613.2647872551789
697,DIST FLORIDA PAULISTA,DIST RIBEIRAO PRETO,1.0,1.5601655048530196e-08,351.5926537166102
698,DIST COTRIGUACU,DIST SINOP,0.0,0.0,388.1089937112872
699,CONS DIONISIO CERQUEIRA,CONS SAO MIGUEL DO OESTE,,,52.43320045505224
700,CONS DIONISIO CERQUEIRA,CONS GUARACIABA,,,39.318997956909925
701,CONS DIONISIO CERQUEIRA,CONS BARRACAO,,,1.645621721597585
702,CONS BARRACAO,CONS TANGARA,,,255.10515027173602
703,CONS BARRACAO,CONS CONCORDIA,,,193.38950725518652
704,CONS BARRACAO,CONS SAO JERONIMO,,,454.0931593960491
705,CONS BARRACAO,CONS CAMPOS NOVOS,,,270.71939115821135
706,CONS BARROS CASSAL,CONS VERA CRUZ,,,69.66805891534403
707,CONS BARROS CASSAL,CONS VENANCIO AIRES,,,69.06349674357398
708,CONS BARROS CASSAL,CONS IBIRUBA,,,71.82307436826878
709,CONS BARROS CASSAL,CONS ENCANTADO,,,70.99738313423866
710,CONS MANCIO LIMA,CONS RODRIGUES ALVES,,,29.599950873580987
711,CONS PORTO ACRE,CONS RIO BRANCO,,,53.231555426456474
712,CONS MORRO DO CHAPEU,CONS SEABRA,,,117.48496865619143
713,CONS MORRO DO CHAPEU,CONS PIRITIBA,,,68.15185705781072
714,CONS QUIPAPA,CONS GARANHUNS,,,53.63609415237922
715,CONS QUIPAPA,CONS CORRENTES,,,48.45982048339149
716,CONS QUIPAPA,CONS SAO JOSE DA LAJE,,,22.73592473354514
717,CONS QUIPAPA,CONS XEXEU,,,43.13662025247994
718,CONS SAO JOSE DA LAJE,CONS GARANHUNS,,,50.99383466500216
719,CONS SAO JOSE DA LAJE,CONS QUIPAPA,,,22.73592473354514
720,CONS SAO JOSE DA LAJE,CONS CORRENTES,,,32.298874081266014
721,CONS SAO JOSE DA LAJE,CONS XEXEU,,,52.63366539798655
722,CONS SAO JOSE DA LAJE,CONS MACEIO,,,80.5082230617345
723,CONS EXU,CONS OURICURI,,,57.30969076739043
724,CONS EXU,CONS JUAZEIRO DO NORTE,,,57.230321055661044
725,CONS EXU,CONS PARNAMIRIM,,,66.81756205662428
726,CONS EXU,CONS FARIAS BRITO,,,67.06096039151602
727,CONS OURICURI,CONS LAGOA GRANDE,,,125.89308930818382
728,CONS OURICURI,CONS PARNAMIRIM,,,59.774685064584865
729,CONS BURITICUPU,CONS ALTO PARNAIBA,,,534.3797736007191
730,CONS PALMARES,CONS BARREIROS,,,46.94469400662489
731,CONS PALMARES,CONS QUIPAPA,,,48.781406633519765
732,CONS PALMARES,CONS SAO JOSE DA LAJE,,,62.5850058998057
733,CONS PALMARES,CONS XEXEU,,,13.844466254034504
734,CONS CARMO,CONS NOVA FRIBURGO,,,40.86020538567625
735,CONS CARMO,CONS TERESOPOLIS,,,66.11094500970837
736,CONS CARMO,CONS SANTO ANTONIO DE PADUA,,,61.44192590233908
737,CONS CARMO,CONS ALEM PARAIBA,,,12.978616041400501
738,CONS CARMO,CONS SIMAO PEREIRA,,,72.721129482807
739,CONS CARMO,CONS VOLTA REDONDA,,,167.24993716247192
740,CONS CARMO,CONS RESENDE,,,199.31913422556906
741,CONS NOVA FRIBURGO,CONS TERESOPOLIS,,,47.03428917445732
742,CONS NOVA FRIBURGO,CONS ITABORAI,,,61.4533864297279
743,CONS NOVA FRIBURGO,CONS ALEM PARAIBA,,,49.57479090402574
744,CONS ITABORAI,CONS NOVA FRIBURGO,,,61.4533864297279
745,CONS ITABORAI,CONS TERESOPOLIS,,,39.49537718100251
746,CONS ITABORAI,CONS SAO GONCALO,,,21.894316314896365
747,CONS ITABORAI,CONS ITAGUAI,,,94.63095557732535
748,CONS ITABORAI,CONS RIO DE JANEIRO,,,38.61250797486959
749,CONS CRUZEIRO DO SUL,CONS RODRIGUES ALVES,,,12.449259179340613
750,CONS CRUZEIRO DO SUL,CONS ACRELANDIA,,,680.4584913249159
751,CONS PALMEIRANTE,CONS COUTO MAGALHAES,,,153.53083930566365
752,CONS PALMEIRANTE,CONS FILADELFIA,,,74.06569455796244
753,CONS COUTO MAGALHAES,CONS CONCEICAO DO ARAGUAIA,,,3.4711047410958376
754,CONS COUTO MAGALHAES,CONS GUARAI,,,101.51681118783449
755,CONS PANTANO GRANDE,CONS VERA CRUZ,,,54.22346403942007
756,CONS PANTANO GRANDE,CONS CANGUCU,,,137.2153209660843
757,CONS PANTANO GRANDE,CONS SAO JERONIMO,,,66.90243295097075
758,CONS PANTANO GRANDE,CONS VENANCIO AIRES,,,66.33848037528843
759,CONS ELISEU MARTINS,CONS SAO JOAO DO PIAUI,,,158.30669826031485
760,CONS ELISEU MARTINS,CONS BERTOLINIA,,,59.9662460173423
761,CONS BERTOLINIA,CONS ELISEU MARTINS,,,59.9662460173423
762,CONS ARIQUEMES,CONS MONTE NEGRO,,,47.167857294961856
763,CONS INGA,CONS JURIPIRANGA,,,42.085092024440044
764,CONS INGA,CONS ALCANTIL,,,70.57584562741573
765,CONS TANHACU,CONS ANAGE,,,67.29038067211202
766,CONS TANHACU,CONS CARINHANHA,,,274.00607442811986
767,CONS MARABA,CONS REDENCAO,,,310.3640244169363
768,CONS MARABA,CONS SAO GERALDO DO ARAGUAIA,,,129.36646603595844
769,CONS REDENCAO,CONS SANTANA DO ARAGUAIA,,,149.03100791093246
770,CONS REDENCAO,CONS CONCEICAO DO ARAGUAIA,,,87.97177006449725
771,CONS ABADIA DOS DOURADOS,CONS ROMARIA,,,48.698653937177156
772,CONS ABADIA DOS DOURADOS,CONS CATALAO,,,68.16428526886843
773,CONS ABADIA DOS DOURADOS,CONS PATROCINIO,,,65.69808262976512
774,CONS ABADIA DOS DOURADOS,CONS COROMANDEL,,,20.940941863661006
775,CONS PATROCINIO,CONS ROMARIA,,,61.810306700200876
776,CONS PATROCINIO,CONS PERDIZES,,,55.18610358025692
777,CONS PATROCINIO,CONS PATOS DE MINAS,,,66.02340563646256
778,CONS PATROCINIO,CONS COROMANDEL,,,55.77620004891679
779,CONS PATROCINIO,CONS ARAXA,,,72.71907043317017
780,CONS PATOS DE MINAS,CONS PATROCINIO,,,66.02340563646256
781,CONS PATOS DE MINAS,CONS COROMANDEL,,,73.7460927091073
782,CONS PATOS DE MINAS,CONS PERDOES,,,317.05496609751896
783,CONS PATOS DE MINAS,CONS ARAPUA,,,62.93705691473121
784,CONS PATOS DE MINAS,CONS ARAXA,,,122.61169810552158
785,CONS ITAPORANGA,CONS CONCEICAO,,,2144.092461089897
786,CONS ITAPORANGA,CONS MARIZOPOLIS,,,2221.2536227230344
787,CONS MARACAS,CONS TANHACU,,,109.40712572707037
788,CONS MARACAS,CONS JEQUIE,,,59.330478705455384
789,CONS MARACAS,CONS JAGUAQUARA,,,51.602393947049585
790,CONS AGUA DOCE,CONS SANTA CECILIA,,,111.82347617748613
791,CONS AGUA DOCE,CONS TANGARA,,,32.27539913102821
792,CONS AGUA DOCE,CONS CONCORDIA,,,53.6305577223554
793,CONS AGUA DOCE,CONS GENERAL CARNEIRO,,,67.92850297918444
794,CONS AGUA DOCE,CONS CAMPOS NOVOS,,,55.04114537440362
795,CONS TUTOIA,CONS BREJO,,,114.86282636216886
796,CONS TUTOIA,CONS BURITI DOS LOPES,,,65.00717615085036
797,CONS TUTOIA,CONS BARREIRINHAS,,,60.83159933174354
798,CONS JATAI,CONS APORE,,,122.23319501105125
799,CONS JATAI,CONS CHAPADAO DO CEU,,,105.47319924323855
800,CONS JATAI,CONS SAO SIMAO,,,175.39643194693207
801,CONS ASSUNCAO,CONS TEIXEIRA,,,60.50372086437763
802,CONS PARANA,CONS JAU DO TOCANTINS,,,77.7375537376181
803,CONS GOVERNADOR NUNES FREIRE,CONS ALCANTARA,,,166.16441952114084
804,CONS INOCENCIA,CONS AGUA CLARA,,,127.38247310969555
805,CONS INOCENCIA,CONS CASSILANDIA,,,70.87776238185606
806,CONS CASSILANDIA,CONS APORE,,,26.691076322949726
807,CONS CASSILANDIA,CONS INOCENCIA,,,70.87776238185606
808,CONS CASSILANDIA,CONS ITARUMA,,,56.25150003086015
809,CONS CASSILANDIA,CONS BRASILANDIA,,,239.69341216072118
810,CONS BRASILANDIA,CONS BATAGUASSU,,,65.00127160347307
811,CONS BRASILANDIA,CONS PRESIDENTE VENCESLAU,,,71.60909018917474
812,CONS BRASILANDIA,CONS TRES LAGOAS,,,62.771822821431094
813,CONS MONTIVIDIU DO NORTE,CONS FORMOSO,,,39.43420845289109
814,CONS MONTIVIDIU DO NORTE,CONS PORANGATU,,,51.298231901050706
815,CONS PORANGATU,CONS FORMOSO,,,37.67103935677284
816,CONS PORANGATU,CONS ANAPOLIS,,,321.9409165541594
817,CONS PORANGATU,CONS TALISMA,,,71.93274738919075
818,CONS ANAPOLIS,CONS CATALAO,,,230.70970720527617
819,CONS ANAPOLIS,CONS GOIANIA,,,51.85338891648114
820,CONS ANAPOLIS,CONS COCALZINHO DE GOIAS,,,62.64574236081308
821,CONS ANAPOLIS,CONS ITUMBIARA,,,233.0931530727637
822,CONS SAO VICENTE DO SUL,CONS ROSARIO DO SUL,,,66.74961162875458
823,CONS SERTANIA,CONS MONTEIRO,,,26.36811035886917
824,CONS SERTANIA,CONS IBIMIRIM,,,70.99881110100611
825,CONS IBIMIRIM,CONS SERTANIA,,,70.99881110100611
826,CONS IBIMIRIM,CONS FLORESTA,,,95.42015341671991
827,CONS IBIMIRIM,CONS ITAIBA,,,54.95137916706266
828,CONS IBIMIRIM,CONS INAJA,,,42.76262708871936
829,CONS PARANAIBA,CONS INOCENCIA,,,77.39999060495718
830,CONS PARANAIBA,CONS CARNEIRINHO,,,52.573105955921676
831,CONS CACADOR,CONS SANTA CECILIA,,,61.678527152421566
832,CONS CACADOR,CONS TANGARA,,,42.90949038693476
833,CONS CACADOR,CONS GENERAL CARNEIRO,,,49.41132074868009
834,CONS CACADOR,CONS PORTO UNIAO,,,59.34163942605855
835,CONS CACADOR,CONS CAMPOS NOVOS,,,72.64736504118272
836,CONS CACADOR,CONS UNIAO DA VITORIA,,,61.43794895490176
837,CONS ARAGARCAS,CONS JATAI,,,227.24082766625114
838,CONS ARAGARCAS,CONS PONTAL DO ARAGUAIA,,,10.267018537034152
839,CONS MOITA BONITA,CONS TOBIAS BARRETO,,,97.49756479922219
840,CONS MOITA BONITA,CONS ITAPORANGA D'AJUDA,,,46.178601913319255
841,CONS MOITA BONITA,CONS ARACAJU,,,48.20478890054484
842,CONS MOITA BONITA,CONS PORTO REAL DO COLEGIO,,,71.1024396215224
843,CONS JOIA,CONS ALEGRETE,,,207.03571935075627
844,CONS JOIA,CONS SANTO ANGELO,,,40.99783877385483
845,CONS CURURUPU,CONS PINHEIRO,,,82.19727695220641
846,CONS CAJAZEIRAS,CONS CONCEICAO,,,74.8720523842689
847,CONS CAJAZEIRAS,CONS ITAPORANGA,,,2204.604056740666
848,CONS CAJAZEIRAS,CONS MARIZOPOLIS,,,23.363815416522538
849,CONS CAJAZEIRAS,CONS LUIS GOMES,,,55.88666047713926
850,CONS BREJINHO,CONS TEIXEIRA,,,14.493023529601263
851,CONS BREJINHO,CONS SERTANIA,,,80.255261132968
852,CONS BREJINHO,CONS MONTEIRO,,,62.48692850671619
853,CONS FREDERICO WESTPHALEN,CONS SAO MIGUEL DO OESTE,,,71.54442445838492
854,CONS FREDERICO WESTPHALEN,CONS TRES PASSOS,,,53.78395866768181
855,CONS FREDERICO WESTPHALEN,CONS PALMITOS,,,39.73115246147672
856,CONS FREDERICO WESTPHALEN,CONS PALMEIRA DAS MISSOES,,,60.82289663357303
857,CONS TRES PASSOS,CONS SANTO CRISTO,,,83.09521722444144
858,CONS PALMITOS,CONS SAO MIGUEL DO OESTE,,,52.33004584190082
859,CONS PALMITOS,CONS GUARACIABA,,,63.25751162817476
860,CONS PALMITOS,CONS CONCORDIA,,,113.52205966385141
861,CONS PALMITOS,CONS CHAPECO,,,53.90134045997149
862,CONS SANTO CRISTO,CONS PORTO XAVIER,,,47.65909963390362
863,CONS SANTO CRISTO,CONS SANTO ANGELO,,,65.4164452735987
864,CONS ITUMBIARA,CONS ITARUMA,,,228.21998074372218
865,CONS ITUMBIARA,CONS ITUIUTABA,,,68.34107008759713
866,CONS PIRACANJUBA,CONS GOIANIA,,,73.32929124877475
867,CONS CONSELHEIRO LAFAIETE,CONS VICOSA,,,95.24755510777
868,CONS CONSELHEIRO LAFAIETE,CONS SAO JOAO DEL REI,,,71.19074040579646
869,CONS CONSELHEIRO LAFAIETE,CONS BARBACENA,,,62.064538104537874
870,CONS CONSELHEIRO LAFAIETE,CONS MARIANA,,,50.07224298505376
871,CONS MARIANA,CONS VICOSA,,,70.27033885529953
872,CONS MARIANA,CONS PONTE NOVA,,,53.93841030790115
873,CONS MARIANA,CONS DOM SILVERIO,,,52.737023313121455
874,CONS ARENAPOLIS,CONS BARRA DO BUGRES,,,78.53608483597209
875,CONS ARENAPOLIS,CONS DIAMANTINO,,,44.106311821437636
876,CONS BARRA DO BUGRES,CONS JANGADA,,,76.92617377649135
877,CONS DIAMANTINO,CONS ARENAPOLIS,,,44.106311821437636
878,CONS CABO DE SANTO AGOSTINHO,CONS BARREIROS,,,61.8506142596695
879,CONS CABO DE SANTO AGOSTINHO,CONS JABOATAO DOS GUARARAPES,,,18.84830201307273
880,CONS POUSO ALEGRE,CONS JACUTINGA,,,70.05463590236474
881,CONS POUSO ALEGRE,CONS DELFIM MOREIRA,,,74.50226691242901
882,CONS UBA,CONS VICOSA,,,41.03393530195017
883,CONS UBA,CONS MERCES,,,42.13492967084754
884,CONS UBA,CONS VISCONDE DO RIO BRANCO,,,15.832076860210199
885,CONS CARPINA,CONS JURIPIRANGA,,,53.849256065232346
886,CONS CARPINA,CONS VERTENTES,,,79.18660085028274
887,CONS CARPINA,CONS JABOATAO DOS GUARARAPES,,,39.51222874908483
888,CONS CARPINA,CONS CAAPORA,,,53.075453810362795
889,CONS NOVO CABRAIS,CONS VERA CRUZ,,,41.91404429605239
890,CONS NOVO CABRAIS,CONS VENANCIO AIRES,,,74.20914366352586
891,CONS NOVO CABRAIS,CONS PARAISO DO SUL,,,20.069039009513922
892,CONS NOVO CABRAIS,CONS ACEGUA,,,263.90973229760823
893,CONS PALMAS,CONS SILVANOPOLIS,,,102.90057387024123
894,CONS SILVANOPOLIS,CONS PARANA,,,166.55577189383453
895,CONS SAO LOURENCO DO OESTE,CONS GUARACIABA,,,72.59679957676788
896,CONS SAO LOURENCO DO OESTE,CONS CHOPINZINHO,,,65.1577213367933
897,CONS SAO LOURENCO DO OESTE,CONS CORONEL VIVIDA,,,50.88213894340183
898,CONS SAO LOURENCO DO OESTE,CONS CHAPECO,,,86.02213675607906
899,CONS ABAETE,CONS PARA DE MINAS,,,116.84199706987958
900,CONS QUIRINOPOLIS,CONS SAO SIMAO,,,61.79307060223322
901,CONS QUIRINOPOLIS,CONS SANTA VITORIA,,,56.2043621459416
902,CONS SANTA VITORIA,CONS SAO SIMAO,,,48.01409792551433
903,CONS SANTA VITORIA,CONS ITUIUTABA,,,70.73253579301829
904,CONS SANTA VITORIA,CONS PLANURA,,,207.25224024510135
905,CONS NOVA PONTE,CONS ROMARIA,,,30.99251463305659
906,CONS NOVA PONTE,CONS PERDIZES,,,45.674699692298866
907,CONS NOVA PONTE,CONS ARAXA,,,91.48129627984522
908,CONS NOVA PONTE,CONS UBERLANDIA,,,67.85071355440867
909,CONS CAPIM GROSSO,CONS BOA VISTA DO TUPIM,,,155.4612618928583
910,CONS CAPIM GROSSO,CONS PIRITIBA,,,71.44746076948128
911,CONS CAMPANHA,CONS CAXAMBU,,,50.75481871430064
912,CONS CAMPANHA,CONS CRUZILIA,,,61.280620525676824
913,CONS CAMPANHA,CONS ALFENAS,,,72.68281397651977
914,CONS CAMPANHA,CONS POUSO ALTO,,,59.42100446961383
915,CONS CAMPANHA,CONS POUSO ALEGRE,,,70.4791277125684
916,CONS CAMPANHA,CONS ITAMONTE,,,74.2488611533364
917,CONS CAMPANHA,CONS TRES CORACOES,,,22.220394132826392
918,CONS ALFENAS,CONS POUSO ALEGRE,,,89.0717681322589
919,CONS PEIXE,CONS JAU DO TOCANTINS,,,69.75996050223071
920,CONS PEIXE,CONS ARAGUACU,,,171.79501988803108
921,CONS TOLEDO,CONS SANTA HELENA,,,61.8617654159077
922,CONS TOLEDO,CONS MEDIANEIRA,,,72.98611799333324
923,CONS TOLEDO,CONS CASCAVEL,,,38.47589946980171
924,CONS SANTO ANTONIO DA PLATINA,CONS JAGUARIAIVA,,,112.1038878579156
925,CONS SANTO ANTONIO DA PLATINA,CONS OURINHOS,,,41.29436434200196
926,CONS SANTO ANTONIO DA PLATINA,CONS SANTA CRUZ DO RIO PARDO,,,63.49478928476078
927,CONS SANTO ANTONIO DA PLATINA,CONS IPIRANGA,,,198.66243358374035
928,CONS SANTA CRUZ DO RIO PARDO,CONS SANTO ANTONIO DA PLATINA,,,63.49478928476078
929,CONS SANTA CRUZ DO RIO PARDO,CONS OURINHOS,,,25.623618920483025
930,CONS SANTA CRUZ DO RIO PARDO,CONS SAO PAULO,,,314.16090522944876
931,CONS MACAPA,CONS MAZAGAO,,,29.47381960470997
932,CONS TAILANDIA,CONS MARABA,,,271.5157426064719
933,CONS TRES COROAS,CONS GRAVATAI,,,51.8047291542324
934,CONS TRES COROAS,CONS CAXIAS DO SUL,,,55.362642482238265
935,CONS TRES COROAS,CONS SAO FRANCISCO DE PAULA,,,20.21467762192311
936,CONS TRES COROAS,CONS NOVO HAMBURGO,,,39.71816475523682
937,CONS TRES COROAS,CONS PORTO ALEGRE,,,71.14945736875417
938,CONS TRES COROAS,CONS CANOAS,,,59.59020470747367
939,CONS TRES COROAS,CONS OSORIO,,,64.28875310529543
940,CONS GRAVATAI,CONS TRAMANDAI,,,82.47373662108139
941,CONS GRAVATAI,CONS SAO FRANCISCO DE PAULA,,,68.01389311426033
942,CONS GRAVATAI,CONS SAO JERONIMO,,,71.19772540235675
943,CONS GRAVATAI,CONS NOVO HAMBURGO,,,31.536868615019994
944,CONS GRAVATAI,CONS PORTO ALEGRE,,,23.421818715711915
945,CONS GRAVATAI,CONS CANOAS,,,19.418361717978176
946,CONS GRAVATAI,CONS OSORIO,,,69.66458541349569
947,CONS SAO FRANCISCO DE PAULA,CONS GRAVATAI,,,68.01389311426033
948,CONS SAO FRANCISCO DE PAULA,CONS CAXIAS DO SUL,,,65.54864083029774
949,CONS SAO FRANCISCO DE PAULA,CONS TRAMANDAI,,,74.48964734237909
950,CONS SAO FRANCISCO DE PAULA,CONS NOVO HAMBURGO,,,59.87175081960509
951,CONS SAO FRANCISCO DE PAULA,CONS OSORIO,,,58.40425449058428
952,CONS OSORIO,CONS GRAVATAI,,,69.66458541349569
953,CONS OSORIO,CONS TRAMANDAI,,,16.790485756077832
954,CONS OSORIO,CONS SAO FRANCISCO DE PAULA,,,58.40425449058428
955,CONS OSORIO,CONS BALNEARIO PINHAL,,,39.46873502287984
956,CONS OSORIO,CONS PORTO ALEGRE,,,91.93593359110041
957,CONS MACAU,CONS ITAJA,,,64.71885829416863
958,CONS MACAU,CONS NATAL,,,176.010610512836
959,CONS NATAL,CONS PAU DOS FERROS,,,334.5903302636848
960,CONS NATAL,CONS BAIA FORMOSA,,,67.80554516549414
961,CONS MADRE DE DEUS DE MINAS,CONS CRUZILIA,,,63.37141794681915
962,CONS MADRE DE DEUS DE MINAS,CONS SAO JOAO DEL REI,,,39.915750459684745
963,CONS MADRE DE DEUS DE MINAS,CONS BARBACENA,,,64.733004639557
964,CONS ESPERA FELIZ,CONS FERVEDOURO,,,39.09218870750475
965,CONS ESPERA FELIZ,CONS PATROCINIO DO MURIAE,,,64.11526794487132
966,CONS ESPERA FELIZ,CONS MARTINS SOARES,,,44.19182472144958
967,CONS ESPERA FELIZ,CONS MIMOSO DO SUL,,,73.27750815568851
968,CONS BOM JESUS DA LAPA,CONS CARINHANHA,,,122.89087390509196
969,CONS BOM JESUS DA LAPA,CONS CAETITE,,,135.09907810905315
970,CONS BOM JESUS DA LAPA,CONS JABORANDI,,,116.6843138906108
971,CONS CAETITE,CONS URANDI,,,79.7428310623838
972,CONS CAPIVARI DO SUL,CONS GRAVATAI,,,50.41316011922358
973,CONS CAPIVARI DO SUL,CONS SAO JOSE DO NORTE,,,253.85967578551896
974,CONS CAPIVARI DO SUL,CONS TRAMANDAI,,,40.65210754122987
975,CONS CAPIVARI DO SUL,CONS PORTO ALEGRE,,,67.55930004927589
976,CONS CAPIVARI DO SUL,CONS CANOAS,,,69.24975428832987
977,CONS CAPIVARI DO SUL,CONS BALNEARIO PINHAL,,,29.406056809085026
978,CONS CAPIVARI DO SUL,CONS OSORIO,,,36.69461890567455
979,CONS PRESIDENTE FIGUEIREDO,CONS BORBA,,,267.0355181472488
980,CONS NOVA VENECIA,CONS SAO DOMINGOS DO NORTE,,,53.267739192509076
981,CONS NOVA VENECIA,CONS BARRA DE SAO FRANCISCO,,,51.913913891159474
982,CONS SAO DOMINGOS DO NORTE,CONS BARRA DE SAO FRANCISCO,,,51.780712394263574
983,CONS SAO DOMINGOS DO NORTE,CONS NOVA VENECIA,,,53.267739192509076
984,CONS SAO DOMINGOS DO NORTE,CONS AIMORES,,,61.29992779023991
985,CONS SAO DOMINGOS DO NORTE,CONS JOAO NEIVA,,,72.68340276985208
986,CONS SAO DOMINGOS DO NORTE,CONS COLATINA,,,44.93404623134464
987,CONS AIMORES,CONS SAO DOMINGOS DO NORTE,,,61.29992779023991
988,CONS AIMORES,CONS GALILEIA,,,73.94034393307653
989,CONS AIMORES,CONS CARATINGA,,,114.93166420328436
990,CONS AIMORES,CONS COLATINA,,,47.229468752731016
991,CONS CONGONHAS,CONS SAO JOAO DEL REI,,,82.05277590463807
992,CONS CONGONHAS,CONS CONTAGEM,,,66.15963966713134
993,CONS CONGONHAS,CONS MARIANA,,,47.42686028708035
994,CONS APARECIDA DO RIO NEGRO,CONS PALMAS,,,54.259757978530466
995,CONS MANTENA,CONS SAO DOMINGOS DO NORTE,,,55.78636539164324
996,CONS MANTENA,CONS GALILEIA,,,63.140227377457045
997,CONS MANTENA,CONS BARRA DE SAO FRANCISCO,,,9.859047757072464
998,CONS MANTENA,CONS NOVA VENECIA,,,61.66851092404711
999,CONS SENADOR GUIOMARD,CONS RIO BRANCO,,,21.689638410041308
1000,CONS SENADOR GUIOMARD,CONS ASSIS BRASIL,,,218.81064551554834
1001,CONS RIO DE JANEIRO,CONS TERESOPOLIS,,,59.834734064792066
1002,CONS RIO DE JANEIRO,CONS SAO GONCALO,,,16.981935203425568
1003,CONS RIO DE JANEIRO,CONS PARATY,,,158.9772660510511
1004,CONS RIO DE JANEIRO,CONS ITABORAI,,,38.61250797486959
1005,CONS RIO DE JANEIRO,CONS ITAGUAI,,,59.616521182391345
1006,CONS JAIBA,CONS JANAUBA,,,63.684515039801965
1007,CONS GUARDA-MOR,CONS PATOS DE MINAS,,,109.37502834280714
1008,CONS BOCA DO ACRE,CONS LABREA,,,329.83525393848487
1009,CONS ARCOVERDE,CONS SERTANIA,,,44.98887025100954
1010,CONS ARCOVERDE,CONS CORRENTES,,,112.50125144499931
1011,CONS ARCOVERDE,CONS ITAIBA,,,71.00786307480568
1012,CONS ARCOVERDE,CONS MONTEIRO,,,59.48320175653826
1013,CONS ARCOVERDE,CONS IBIMIRIM,,,72.3413833004096
1014,CONS GENTIO DO OURO,CONS XIQUE-XIQUE,,,71.9609201962484
1015,CONS XIQUE-XIQUE,CONS GENTIO DO OURO,,,71.9609201962484
1016,CONS XIQUE-XIQUE,CONS FEIRA DE SANTANA,,,439.7581281816342
1017,CONS PALMITAL,CONS LARANJEIRAS DO SUL,,,61.74605354499634
1018,CONS PALMITAL,CONS NOVA TEBAS,,,56.13293711090087
1019,CONS LARANJEIRAS DO SUL,CONS CHOPINZINHO,,,50.488026765470025
1020,CONS LARANJEIRAS DO SUL,CONS CANDOI,,,41.57555881523175
1021,CONS LARANJEIRAS DO SUL,CONS CORONEL VIVIDA,,,65.10552225522217
1022,CONS CANDOI,CONS LARANJEIRAS DO SUL,,,41.57555881523175
1023,CONS CANDOI,CONS CHOPINZINHO,,,56.724978959702824
1024,CONS CANDOI,CONS GUARAPUAVA,,,61.63589888709601
1025,CONS CANDOI,CONS CORONEL VIVIDA,,,68.78760686576645
1026,CONS UNAI,CONS PATROCINIO,,,286.9011184852551
1027,CONS UNAI,CONS BONFINOPOLIS DE MINAS,,,100.63840437951134
1028,CONS ESPINOSA,CONS FRANCISCO SA,,,187.91578327252677
1029,CONS ESPINOSA,CONS URANDI,,,24.453048060840082
1030,CONS IMBITUVA,CONS GENERAL CARNEIRO,,,151.22575651610592
1031,CONS IMBITUVA,CONS IPIRANGA,,,22.846101597355325
1032,CONS IMBITUVA,CONS PONTA GROSSA,,,46.075998082731125
1033,CONS PONTA GROSSA,CONS IPIRANGA,,,42.23919369225349
1034,CONS PONTA GROSSA,CONS CANDOI,,,195.8915353452718
1035,CONS SANTO ANTONIO DE JESUS,CONS JAGUAQUARA,,,98.77955071610462
1036,CONS SANTO ANTONIO DE JESUS,CONS NAZARE,,,27.701476185666714
1037,CONS SANTO ANTONIO DE JESUS,CONS RAFAEL JAMBEIRO,,,67.19024138457021
1038,CONS OLIVEIRA,CONS ALFENAS,,,141.4818674925736
1039,CONS OLIVEIRA,CONS PERDOES,,,51.59465489561113
1040,CONS GUARATINGUETA,CONS CUNHA,,,38.173699600232794
1041,CONS GUARATINGUETA,CONS POUSO ALTO,,,71.57868288293334
1042,CONS GUARATINGUETA,CONS DELFIM MOREIRA,,,34.90993906616937
1043,CONS GUARATINGUETA,CONS ITAMONTE,,,66.9579361333265
1044,CONS GUARATINGUETA,CONS PARATY,,,67.09359102222069
1045,CONS GUARATINGUETA,CONS UBATUBA,,,70.48471434581899
1046,CONS UBATUBA,CONS CUNHA,,,42.053291412373746
1047,CONS UBATUBA,CONS PARATY,,,44.12239266354186
1048,CONS UBATUBA,CONS MIRACATU,,,259.47859025994654
1049,CONS UBATUBA,CONS CARAGUATATUBA,,,39.0296838444246
